,Cutoff,TP,FP,Precision,Recall
0,0.0,1801,5465,24.786677676851088,100.0
1,0.15,1801,5465,24.786677676851088,100.0
2,0.2,1797,5256,25.478519778817525,99.77790116601888
3,0.25,654,1230,34.71337579617835,36.313159355913385
4,0.3,58,83,41.13475177304964,3.220433092726263
5,0.4,0,2,0.0,0.0
6,0.6,0,0,,0.0
7,0.8,0,0,,0.0
