,Precision,Recall,Cutoff
0,21.983358216180136,100.0,0.0
1,21.983158654816137,79.97512149518269,0.2
2,21.965276123719757,59.850960758408085,0.4
3,21.992367988115685,39.919183490562396,0.6
4,21.963208967282686,19.953024438108926,0.8
5,21.50785519125683,0.9731203980560771,0.99
