,Cutoff,TP,FP,Precision,Recall
0,0.0,12675,32656,27.960997992543735,100.0
1,0.15,12618,32062,28.2408236347359,99.55029585798816
2,0.2,11941,28426,29.581093467436272,94.20907297830375
3,0.25,6505,11070,37.01280227596017,51.32149901380671
4,0.3,3163,3748,45.76761684271451,24.954635108481263
5,0.4,626,450,58.17843866171004,4.938856015779093
6,0.6,16,3,84.21052631578948,0.126232741617357
7,0.8,0,0,,0.0
