,Cutoff,TP,FP,Precision,Recall
0,0.0,14491,37679,27.77649990415948,100.0
1,0.15,14469,37538,27.82125483108043,99.84818162997723
2,0.2,12438,27526,31.123010709638674,85.83258574287488
3,0.25,8502,13944,37.877572841486234,58.67089917880063
4,0.3,4937,5791,46.019761372110366,34.06942240011041
5,0.4,1819,1506,54.70676691729323,12.552618866882893
6,0.6,338,292,53.65079365079365,2.3324822303498722
7,0.8,107,124,46.32034632034632,0.7383893451107584
