,Cutoff,TP,FP,Precision,Recall
0,0.0,1055777,4670404,18.43771616719765,100.0
1,0.2,844455,3734453,18.442279250860686,79.98422015255116
2,0.4,633541,2800678,18.44789164581525,60.00708482946683
3,0.6,422134,1867240,18.438839612924756,39.983254039442045
4,0.8,211218,934073,18.442299817251687,20.00592928241475
5,0.99,10552,46809,18.395774132250136,0.9994534830745507
