,Cutoff,TP,FP,Precision,Recall
0,0.0,3582981,16711630,17.654839503945162,100.0
1,0.12,3105526,10051925,23.60279358061071,86.67436416771397
2,0.15,2576278,5866030,30.516275880955778,71.90320015651771
3,0.2,1866095,2666398,41.17149215674464,52.08219077913056
4,0.25,1388930,1452732,48.87738232062786,38.76464876592982
5,0.4,669310,440883,60.28771573951556,18.680255351619223
6,0.6,305053,160667,65.50137421626728,8.513944115249286
7,0.8,131732,63950,67.31942641632854,3.6766033646285035
