,Cutoff,TP,FP,Precision,Recall
0,0.0,827976,3876138,17.60110405487622,100.0
1,0.15,615463,1690628,26.688582540758365,74.33343478554934
2,0.2,433160,676678,39.0291195651978,52.31552605389528
3,0.25,308142,321016,48.97688656903353,37.21629612452535
4,0.3,225456,178081,55.86996979211324,27.229774776080465
5,0.4,133338,78881,62.83037805286049,16.104089973622425
6,0.6,58981,28554,67.37990518078483,7.12351565745867
7,0.8,26023,11916,68.59168665489338,3.1429654965844422
