,Cutoff,TP,FP,Precision,Recall
0,0.0,2845766,2680830,51.49220243346899,100.0
1,0.3,2845412,2680682,51.4904741034083,99.98756046702364
2,0.4,2836129,2674785,51.46385880817592,99.66135655566902
3,0.45,2391134,2004686,54.39563039432916,84.02426622568404
4,0.6,65243,15564,80.7392923880357,2.2926340394818125
5,0.8,0,0,,0.0
