,Cutoff,TP,FP,Precision,Recall
0,0.0,2845766,2680821,51.492286288083406,100.0
1,0.3,2619113,2071002,55.84325757470766,92.03543088222995
2,0.4,2169038,1269148,63.08669746197559,76.21982974004187
3,0.45,1944560,980044,66.48968544117426,68.33168995623674
4,0.6,1343339,451013,74.86485371877981,47.204829912227495
5,0.8,593284,114827,83.78403950793026,20.84795446990371
